creature_id	area	uid_lo	uid_hi
smouldering_skeletal_dreadsteed	Moonsedge	4577106	4577123
smouldering_skeletal_dreadsteed	Moonsedge	4577201	4577214
snow_crone	Glatoph	35028	35038
snow_crone	Glatoph	35068	35072
snow_crone	Sleeping Lady Mountains	4560001	4560053
snow_leopard	Sleeping Lady Mountains	4565009	4565014
snow_leopard	Emerald Forest	13301170	13301191
snow_leopard	Emerald Forest	13301201	13301232
snow_madrinol	Gossamer Valley	13023013	13023054
snow_madrinol	Gossamer Valley	13023076	13023076
snow_spectre	High Plains	4129100	4129110
snowy_cockatrice	Southern Snowfields	4128045	4128055
soldier_ant	Dark Caverns	47001	47033
soul_golem	Dark Palisade	3041016	3041025
spectacled_bear	Black Weald	7130001	7130018
spectral_fisherman	Coastal Cliffs	84110	84112
spectral_fisherman	Coastal Cliffs	84205	84207
spectral_fisherman	Vornavian Coast	4202141	4202156
spectral_lord	Wraithenmist	13027044	13027086
spectral_miner	Shadow Valley	389050	389057
spectral_miner	Shadow Valley	2158001	2158038
spectral_monk	Lysierian Hills	95156	95179
spectral_shade	Vornavian Coast	4214303	4214323
spectral_triton_defender	Ruined Temple	3031036	3031042
spectral_triton_defender	Ruined Temple	3031056	3031106
spectral_triton_protector	Atoll	7138101	7138119
spectral_warrior	The Citadel	2100002	2100056
spectral_woodsman	Abandoned Farm	4124106	4124112
spectral_woodsman	Abandoned Farm	4124114	4124115
spectral_woodsman	Abandoned Farm	4124125	4124128
spectre	Vornavian Coast	4202161	4202180
spectre	Wolves' Den	390002	390022
spectre	Wolves' Den	390025	390048
spectre	Plains of Bone	14011042	14011054
spiked_cavern_urchin	Thurfel's Island	7532001	7532033
spotted_gak	Graendlor Pasture	4301001	4301025
spotted_gnarp	Yander's Farm	14005002	14005019
spotted_leaper	Rambling Meadows	14006021	14006040
spotted_leaper	Noralgar Forest	4286004	4286012
spotted_lynx	Yander's Farm	14005023	14005025
spotted_lynx	Yander's Farm	14005027	14005036
spotted_lynx	Ocoma Vale	4300001	4300025
spotted_lynx	Central Caravansary	4748310	4748312
spotted_lynx	Central Caravansary	4748321	4748321
squamous_reptilian_mutant	Hinterwilds	7503401	7503421
squamous_reptilian_mutant	Hinterwilds	7503467	7503478
squamous_reptilian_mutant	Hinterwilds	7503490	7503498
steam_dervish	McKyren's End	3063001	3063013
steel_golem	Glatoph	35041	35067
stone_gargoyle	Darkstone Castle	45150	45163
stone_giant	Stone Valley	4291027	4291043
stone_giant	Stone Valley	4291046	4291050
stone_giant	Stone Valley	4291053	4291058
stone_giant	Stone Valley	4292001	4292060
stone_mastiff	Stone Valley	4292001	4292060
stone_sentinel	Darkstone Castle	42001	42016
stone_sentinel	Darkstone Castle	42024	42026
stone_troll	Stone Valley	4291027	4291043
stone_troll	Stone Valley	4291046	4291050
stone_troll	Stone Valley	4291053	4291058
stooped_being	Old Ta'Faendryl	17003011	17003038
stooped_being	Old Ta'Faendryl	17003101	17003150
stooped_being	Old Ta'Faendryl	17003201	17003217
stooped_titan_stormcaller	Stormpeak	13150401	13150425
storm_giant	Stormpeak	13150201	13150220
storm_giant	Upper Trollfang	16065	16071
storm_giant	Ice Plains	4127035	4127045
storm_griffin	Griffin's Keen	13302101	13302142
storm_griffin	Stormpeak	13150301	13150322
storm_hound	Stormpeak	13150101	13150120
striped_gak	Graendlor Pasture	4301001	4301025
striped_relnak	Rambling Meadows	14006021	14006040
striped_warcat	Lysierian Hills	92120	92129
striped_warcat	Dubh Brugh	4003010	4003025
stunted_halfling_bloodspeaker	Hinterwilds	7503101	7503146
supple_ivasian_inciter	Abbey	4132201	4132240
supple_ivasian_inciter	Abbey	4132243	4132248
swamp_hag	Miasmal Forest	5004035	5004044
swamp_hag	Miasmal Forest	5004049	5004053
swamp_troll	Central Caravansary	4748201	4748215
swirling_spectre	Stormpeak	13150201	13150220
tattooed_gigas_berserker	Hinterwilds	7503301	7503312
tattooed_gigas_berserker	Hinterwilds	7503321	7503332
tattooed_gigas_berserker	Hinterwilds	7503341	7503353
tattooed_gigas_berserker	Hinterwilds	7503361	7503366
tattooed_gigas_berserker	Hinterwilds	7503371	7503374
tattooed_gigas_berserker	Hinterwilds	7503381	7503384
tawny_brindlecat	Yegharren Plains	13034101	13034118
tawny_brindlecat	Yegharren Plains	13034201	13034221
tawny_brindlecat	Yegharren Plains	13034301	13034309
tegursh_sentry	Sorcerer's Isle	14202001	14202023
tenebrific_wraith_shark	Sailor's Grief	7150501	7150535
thrak	Old Mine Road	20019	20028
thrak	Old Mine Road	20030	20038
thrak	Vornavian Coast	4202182	4202199
thrak	Liath Bheinn and Aillidh Brae	4250004	4250021
three_toed_tegu	Teorainn Dale	13024010	13024027
thunder_troll	Stormpeak	13150001	13150016
thunder_troll	Vornavian Coast	4214201	4214218
thunder_troll	Northern Slopes of Wehntoph	4302001	4302025
thyril	Rambling Meadows	14006001	14006020
thyril	Catacombs	490003	490005
thyril	Catacombs	490008	490009
thyril	Catacombs	490014	490015
thyril	Catacombs	4126004	4126023
thyril	Frozen Garden	4160002	4160020
titan_tempest_tyrant	Stormpeak	13150401	13150425
tomb_troll	Marsh Keep	376063	376083
tomb_troll_necromancer	Marsh Keep	376063	376083
tomb_wight	The Graveyard	18029	18035
tomb_wight	The Graveyard	2162107	2162122
translucent_kiramon_strandweaver	The Hive	13041201	13041230
translucent_kiramon_strandweaver	The Hive	13041301	13041329
tree_spirit	Lunule Weald	14016039	14016057
tree_spirit	Lunule Weald	14016059	14016082
tree_spirit	Upper Trollfang	2123001	2123010
tree_spirit	Abandoned Farm	4124001	4124006
tree_spirit	Vornavian Coast	4214303	4214323
tree_viper	Karazja Jungle	5006004	5006009
tree_viper	Karazja Jungle	5006040	5006040
tree_viper	Vipershroud	2190001	2190035
treekin_druid	Red Forest	480246	480248
treekin_druid	Red Forest	480250	480260
treekin_druid	Red Forest	17006246	17006248
treekin_druid	Red Forest	17006250	17006260
treekin_warrior	Red Forest	480246	480248
treekin_warrior	Red Forest	480250	480260
treekin_warrior	Red Forest	17006246	17006248
treekin_warrior	Red Forest	17006250	17006260
triton_assassin	Atoll	7138001	7138015
triton_brawler	Atoll	7138101	7138119
triton_combatant	Ruined Temple	3031036	3031042
triton_combatant	Ruined Temple	3031056	3031106
triton_dissembler	Ruined Temple	3031025	3031035
triton_dissembler	Ruined Temple	3031045	3031055
triton_executioner	Ruined Temple	3031025	3031042
triton_executioner	Ruined Temple	3031045	3031080
triton_fanatic	Atoll	7138201	7138218
triton_magus	Ruined Temple	3031081	3031106
triton_radical	Ruined Temple	3031036	3031042
triton_radical	Ruined Temple	3031056	3031106
triton_warden	Atoll	7138201	7138218
triton_warlock	Atoll	7138001	7138015
troglodyte	Upper Dragonsclaw	2121015	2121024
troglodyte	Rocky Shoals	7127020	7127030
troll_chieftain	Hidden Vale	40001	40013
troll_chieftain	Hidden Vale	40020	40020
troll_wraith	Troll Burial Grounds	13011001	13011035
tundra_giant	Ice Plains	4127021	4127034
tusked_ursian	Gyldemar Forest	13031001	13031010
tusked_ursian	Gyldemar Forest	13031025	13031043
tusked_ursian	Gyldemar Forest	13031071	13031080
twisted_being	Old Ta'Faendryl	17003011	17003038
twisted_being	Old Ta'Faendryl	17003101	17003150
twisted_being	Old Ta'Faendryl	17003201	17003217
undertaker_bat	Troll Burial Grounds	13011009	13011035
urgh	Foothills of Zeltoph	2131013	2131024
urgh	Plains of Vornavis	4212101	4212130
urgh	Plains of Vornavis	4213101	4213130
urgh	Noman's Land	4600001	4600009
urgh	Locksmehr Trail	13001001	13001038
vaespilon	The Rift	4570001	4570014
vapor_hound	Stormpeak	13150101	13150120
velnalin	Lower Dragonsclaw	9028	9041
velnalin	Lower Dragonsclaw	9065	9068
velnalin	Lower Dragonsclaw	9070	9071
vesperti	Deep Woods	4007001	4007038
veteran_reiver	Luinne Bheinn	4251011	4251039
vourkha	Yegharren Plains	13036106	13036120
vourkha	Yegharren Plains	13036201	13036217
vourkha	Yegharren Plains	13036301	13036310
vvrael_destroyer	The Rift	4571001	4571030
vvrael_warlock	The Rift	4567001	4567055
vvrael_warlock	The Rift	4568001	4568055
vvrael_witch	The Rift	4566001	4566055
waern	Bonespear Tower	319001	319015
waern	Bonespear Tower	319117	319139
wall_guardian	Thurfel's Island	7531001	7531042
war_griffin	Old Ta'Faendryl	17004001	17004028
war_griffin	Old Ta'Faendryl	17004030	17004120
war_griffin	Old Ta'Faendryl	17004160	17004168
war_griffin	Old Ta'Faendryl	17004180	17004187
war_griffin	Old Ta'Faendryl	17004190	17004195
war_troll	Upper Trollfang	14001	14005
war_troll	Upper Trollfang	14010	14020
war_troll	Upper Trollfang	17102	17118
war_troll	Slope	395017	395051
warped_tree_spirit	Red Forest	480216	480230
warped_tree_spirit	Red Forest	17006216	17006230
warrior_shade	Fethayl Bog	13038001	13038031
warthog	Emerald Forest	13301201	13301232
warthog	Emerald Forest	13301301	13301335
wasp_nest	Fhorian Village	3030011	3030023
wasp_nest	Fhorian Village	3030225	3030234
wasp_nest	Fhorian Village	3030250	3030254
wasp_nest	Volcano	3050008	3050036
wasp_nest	Volcano	3052001	3052025
water_elemental	Ruined Temple	3031025	3031035
water_elemental	Ruined Temple	3031045	3031055
water_hound	Stormpeak	13150101	13150120
water_moccasin	The Graveyard	2156016	2156025
water_moccasin	The Toadwort	14007012	14007041
water_witch	Vornavian Coast	4202101	4202111
water_wyrd	The Ruined Tower	305023	305030
water_wyrd	The Ruined Tower	305032	305038
werebear	Upper Trollfang	16036	16041
werebear	Cairnfang	630015	630029
wharf_rat	Rocky Shoals	7127001	7127019
whiptail	Vornavian Coast	4202401	4202416
white_vysan	Southern Snowfields	4128058	4128070
wind_witch	Stormpeak	13150001	13150016
wind_witch	Stormpeak	13150101	13150120
wind_witch	Vornavian Coast	4214201	4214218
wind_witch	Northern Slopes of Wehntoph	4302001	4302035
wind_wraith	Dark Palisade	3040004	3040015
winged_viper	Red Forest	480201	480215
winged_viper	Red Forest	17006201	17006215
withered_shadow-cloaked_draugr	Hinterwilds	7503321	7503332
withered_shadow-cloaked_draugr	Hinterwilds	7503371	7503374
withered_shadow-cloaked_draugr	Hinterwilds	7503422	7503466
wolfshade	Plains of Bone	14011042	14011054
wolfshade	Temple of Love	2155002	2155011
wolverine	Vornavian Coast	4214303	4214323
wolverine	Pinefar Forests	4563004	4563021
wood_sprite	Gyldemar Forest	13031001	13031012
wood_sprite	Gyldemar Forest	13031025	13031043
wood_sprite	Gyldemar Forest	13031055	13031081
wood_wight	Plains of Vornavis	4212201	4212222
wooly_mammoth	Great Mountain Aenatumgana	4561001	4561020
wooly_mammoth	Pinefar Forests	4563051	4563060
wraith	The Graveyard	2138123	2138142
wraith	Smuggling Tunnels	37022	37041
wraith	Abandoned Farm	4124007	4124013
wraith	Abandoned Farm	4124027	4124036
writhing_frost_glazed_vine	Abandoned Farm	4124037	4124049
writhing_icy_bush	Abandoned Farm	4124037	4124049
yeti	Griffin's Keen	13302101	13302169
young_grass_snake	Rambling Meadows	14006001	14006020
zombie	Upper Trollfang	2122001	2122016
zombie	Abandoned Farm	4124015	4124022
zombie	Abandoned Farm	4124024	4124026
zombie_rolton	The Citadel	2102008	2102020
zombie_rolton	The Citadel	2103001	2103007
zombie_rolton	Cairnfang	630100	630105
zombie_rolton	Southern Snowfields	4128056	4128059
