type	location	rank	damage	position	fatal	stunned	amputated	crippled	sleeping	dazed	limb_favored	roundtime	silenced	slowed	wound_rank	secondary_location	secondary_wound_rank	pattern
plasma	left_leg	6	30	prone	0	6	0	0	0	0	0	0	0	0	2			^Sizzling arc of plasma blows .*? kneecap off.
plasma	left_leg	7	35	prone	0	8	1	0	0	0	0	0	0	0	3			^Fiery blast of plasma blows .*? leg into a bloody spray.
plasma	left_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^.*? leg is consumed in an intense field of plasma reducing it to ash.
plasma	left_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Muscle and bone blasted to pieces by searing wave of energy.
puncture	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Leaves an impression but no cut.
puncture	head	1	5		0	0	0	0	0	0	0	0	0	0	1			^Glancing strike to the head.
puncture	head	2	8		0	2	0	0	0	0	0	0	0	0	2			^Nice shot to the head gouges .*? cheek.
puncture	head	3	10		0	5	0	0	0	0	0	0	0	0	2			^Beautiful head shot.
puncture	head	4	15		0	7	0	0	0	0	0	0	0	0	3			^Strike to temple. Saved by a thick skull.
puncture	head	5	20		0	10	0	0	0	0	0	0	0	0	3			^Amazing .*? wasn't killed outright.
puncture	head	6	25		1	0	0	0	0	0	0	0	0	0	3			^Amazing shot through .*? nose enters the brain.
puncture	head	7	30		1	0	0	0	0	0	0	0	0	0	3			^Strike through both ears, .*? is quite dead.
puncture	head	8	35		1	0	0	0	0	0	0	0	0	0	3			^Strike pierces temple and kills .*? instantly.
puncture	head	9	40		1	0	0	0	0	0	0	0	0	0	3			^Awesome shot skewers skull.
puncture	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^Talk about a close shave.
puncture	neck	1	3		0	0	0	0	0	0	0	0	0	0	1			^Minor strike to (?:the )?neck.
puncture	neck	2	5		0	2	0	0	0	0	0	0	0	0	2			^Well placed shot to the neck.
puncture	neck	3	7		0	3	0	0	0	0	0	0	0	0	2			^Strike just below the jaw, nice shot to the neck.
puncture	neck	4	10		0	5	0	0	0	0	0	0	0	0	3			^Pierced through (?:the\s)?neck, a fine shot.
puncture	neck	5	15		0	8	0	0	0	0	0	0	0	0	3			^Neck skewered, sliding past the throat and spine.
puncture	neck	6	15		1	0	0	0	0	0	0	0	0	0	3			^Fine shot pierces jugular vein.
puncture	neck	7	20		1	0	0	0	0	0	0	0	0	0	3			^Strike clean through neck, what a shot.
puncture	neck	8	25		1	0	0	0	0	0	0	0	0	0	3			^Strike punctures throat and ruins vocal cords.
puncture	neck	9	30		1	0	0	0	0	0	0	0	0	0	3			^Incredible shot clean through the throat severs the spine.
puncture	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Attack bumps an eyebrow.
puncture	left_eye	1	1		0	0	0	0	0	0	0	0	0	0	1			^Minor strike under the left eye, that was close.
puncture	left_eye	2	5		0	3	0	0	0	0	0	0	0	0	2			^Well aimed shot almost removes an eye.
puncture	left_eye	3	10		0	5	0	0	0	0	0	0	0	0	3			^Surgical strike removes .*? left eye.
puncture	left_eye	4	17		1	0	0	0	0	0	0	0	0	0	3	head	3	^Attack punctures the eye and connects with something really vital.
puncture	left_eye	5	20		1	0	0	0	0	0	0	0	0	0	3	head	3	^Shot knocks .*? head back by pushing on the inside of the skull.
puncture	left_eye	6	25		1	0	0	0	0	0	0	0	0	0	3	head	3	^Incredible shot to the eye penetrates deep into skull.
puncture	left_eye	7	30		1	0	0	0	0	0	0	0	0	0	3	head	3	^Shot destroys eye and the brain behind it.
puncture	left_eye	8	35		1	0	0	0	0	0	0	0	0	0	3	head	3	^Strike through eye, .*? is lobotomized.
puncture	left_eye	9	40		1	0	0	0	0	0	0	0	0	0	3	head	3	^Strike to the eye penetrates skull, ocular fluid sprays widely.
puncture	right_eye	1	1		0	0	0	0	0	0	0	0	0	0	1			^Minor strike under the right eye, that was close.
puncture	right_eye	3	10		0	5	0	0	0	0	0	0	0	0	3			^Slash across right eye.
puncture	chest	0	0		0	0	0	0	0	0	0	0	0	0	0			^Blow slides along (?:the )?ribs.
puncture	chest	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the chest.
puncture	chest	2	10		0	0	0	0	0	0	0	0	0	0	1			^Strike to the chest breaks a rib.
puncture	chest	3	15		0	2	0	0	0	0	0	0	0	0	1			^Loud \*crack\* as .*? sternum breaks.
puncture	chest	4	20		0	3	0	0	0	0	0	0	0	0	2			^Well placed strike shatters a rib.
puncture	chest	5	25		0	5	0	0	0	0	0	0	0	0	2			^Damaging strike to chest, several ribs shattered.
puncture	chest	6	30		0	6	0	0	0	0	0	0	0	0	3			^Strong strike, punctures lung.
puncture	chest	7	35		0	8	0	0	0	0	0	0	0	0	3			^Awesome shot shatters ribs and punctures lung.
puncture	chest	8	40		1	0	0	0	0	0	0	0	0	0	3			^Beautiful shot pierces both lungs
puncture	chest	9	50		1	0	0	0	0	0	0	0	0	0	3			^Incredible strike pierces heart and runs .*? clean through.
puncture	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Poked in the tummy.
puncture	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the abdomen.
puncture	abdomen	2	10		0	0	0	0	0	0	0	0	0	0	1			^Nice puncture to the abdomen, just missed vital organs.
puncture	abdomen	3	15		0	3	0	0	0	0	0	0	0	0	2			^Strike pierces gall bladder.
puncture	abdomen	4	20		0	3	0	0	0	0	0	0	0	0	2			^Strike to abdomen punctures stomach.
puncture	abdomen	5	25		0	5	0	0	0	0	0	0	0	0	2			^Vicious strike punctures intestines.
puncture	abdomen	6	30		0	6	0	0	0	0	0	0	0	0	3			^Deft strike to abdomen penetrates several useful organs.
puncture	abdomen	7	35		0	8	0	0	0	0	0	0	0	0	3			^Bladder impaled, what a mess.
puncture	abdomen	8	40		1	0	0	0	0	0	0	0	0	0	3			^Strike to abdomen skewers .*? quite nicely.
puncture	abdomen	9	50		1	0	0	0	0	0	0	0	0	0	3			^Perfect strike to (?:the )?abdomen.
puncture	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Thrust slides along the back.
puncture	back	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the back.
puncture	back	2	10		0	0	0	0	0	0	0	0	0	0	1			^Nice puncture to the back, just grazed the spine.
puncture	back	3	15		0	2	0	0	0	0	0	0	0	0	1			^Strike connects with shoulder blade.
puncture	back	4	20		0	3	0	0	0	0	0	0	0	0	2			^Nailed in lower back.
puncture	back	5	25	prone	0	5	0	0	0	0	0	0	0	0	2			^Well placed strike to back shatters vertebrae.
puncture	back	6	30		0	6	0	0	0	0	0	0	0	0	3			^Deft strike to the back cracks vertebrae.
puncture	back	7	35	prone	0	8	0	0	0	0	0	0	0	0	3			^Awesome shot shatters spine and punctures lung.
puncture	back	8	40		1	0	0	0	0	0	0	0	0	0	3	neck	3	^Shot to back shatters bone and vertebrae.
puncture	back	9	50		1	0	0	0	0	0	0	0	0	0	3			^Incredible shot impales a kidney.
puncture	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Tap to the arm pricks some interest but not much else.
puncture	left_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the left arm.
puncture	left_arm	2	5		0	0	0	0	0	0	0	0	0	0	1			^Strike pierces upper arm.
puncture	left_arm	3	7		0	1	0	0	0	0	0	0	0	0	1			^Well aimed shot, punctures upper arm.
puncture	left_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Strike pierces forearm.
puncture	left_arm	5	14		0	3	0	0	0	0	0	0	0	0	2			^Elbow punctured, oh what pain.
puncture	left_arm	6	17		0	5	0	0	0	0	0	0	0	0	2			^Well aimed strike shatters bone in left arm.
puncture	left_arm	7	22		0	6	1	0	0	0	0	0	0	0	3			^Strike to left arm cleanly severs it at the shoulder.
puncture	left_arm	8	25		0	8	1	0	0	0	0	0	0	0	3			^Strike to left arm shatters elbow and severs forearm.
puncture	left_arm	9	25		0	10	1	0	0	0	0	0	0	0	3			^Shot shatters shoulder and severs left arm.
puncture	right_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the right arm.
puncture	right_arm	6	17		0	5	0	0	0	0	0	0	0	0	2			^Well aimed strike shatters bone in right arm.
puncture	right_arm	7	22		0	6	1	0	0	0	0	0	0	0	3			^Strike to right arm cleanly severs it at the shoulder.
puncture	right_arm	8	25		0	8	1	0	0	0	0	0	0	0	3			^Strike to right arm shatters elbow and severs forearm.
puncture	right_arm	9	25		0	10	0	0	0	0	0	0	0	0	3			^Shot shatters shoulder and severs right arm.
puncture	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Strikes a fingernail. Bet it'll lose it now.
puncture	left_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Strike to left hand breaks a fingernail.
puncture	left_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Strike through the palm.
puncture	left_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Shot to the hand slices a finger to the bone.
puncture	left_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Shot pierces a wrist.
puncture	left_hand	5	9		0	2	0	0	0	0	0	0	0	0	2			^Slash across back of hand, tendons sliced.
puncture	left_hand	6	12		0	3	0	0	0	0	0	0	0	0	2			^Impressive shot shatters wrist.
puncture	left_hand	8	18		0	5	1	0	0	0	0	0	0	0	3			^Strike to wrist severs left hand.
puncture	left_hand	9	20		0	10	1	0	0	0	0	0	0	0	3			^Strike to wrist severs left hand quite neatly.
puncture	right_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Strike to right hand breaks a fingernail.
puncture	right_hand	8	18		0	5	1	0	0	0	0	0	0	0	3			^Strike to wrist severs right hand.
puncture	right_hand	9	20		0	10	1	0	0	0	0	0	0	0	3			^Strike to wrist severs right hand quite neatly.
puncture	left_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Thrust glances off .*? knee without a lot of effect.
puncture	left_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the left leg.
puncture	left_leg	2	9	prone	0	0	0	0	0	0	0	0	0	0	1			^Strike pierces thigh.
puncture	left_leg	3	13		0	1	0	0	0	0	0	0	0	0	2			^Well aimed shot, punctures calf.
puncture	left_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Strike pierces calf.
puncture	left_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Well placed shot pierces knee, that hurt.
puncture	left_leg	6	23	prone	0	6	0	0	0	0	0	0	0	0	2			^Great shot penetrates thigh and shatters bone.
puncture	left_leg	7	27	prone	0	8	1	0	0	0	0	0	0	0	3			^Blow shatters knee and severs lower leg.
puncture	left_leg	8	30	prone	0	10	1	0	0	0	0	0	0	0	3			^Strike punctures thigh and shatters femur.
puncture	left_leg	9	35	prone	0	10	1	0	0	0	0	0	0	0	3			^Shot shatters hip and severs left leg.
puncture	right_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Minor puncture to the right leg.
puncture	right_leg	9	35	prone	0	10	1	0	0	0	0	0	0	0	3			^Shot shatters hip and severs right leg.
slash	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Too bad it only bopped .*? nose.
slash	head	1	5		0	0	0	0	0	0	0	0	0	0	1			^Quick slash catches .*? cheek.
slash	head	2	10		0	1	0	0	0	0	0	0	0	0	1			^Blade slashes across .*? face.
slash	head	3	15		0	3	0	0	0	0	0	0	0	0	2			^(?!.*removes skull.)Blow to head.
slash	head	4	20		0	6	0	0	0	0	0	0	0	0	2			^(?:Quick flick slashes|The) .*? (?:is slashed across .*? )?forehead.
slash	head	5	25		0	8	0	0	0	0	0	0	0	0	3			^Deep gash and a terrible headache.
slash	head	6	30		1	0	0	0	0	0	0	0	0	0	3			^Gruesome slash opens .*? forehead.
slash	head	7	35		1	0	0	0	0	0	0	0	0	0	3			^Wild upward slash removes? .*? face from .*? skull.
slash	head	8	40		1	0	0	0	0	0	0	0	0	0	3			^(?:Horrible|Horrifying) slash to .*? head.
slash	head	9	50		1	0	0	0	0	0	0	0	0	0	3			^Gruesome, slashing blow to the side of .*? head.
slash	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^.*? takes a quick step back.
slash	neck	1	2		0	0	0	0	0	0	0	0	0	0	1			^Attack hits .*? throat but doesn't break the skin.
slash	neck	2	5		0	1	0	0	0	0	0	0	0	0	1			^Strike dents .*? larynx.
slash	neck	3	10		0	2	0	0	0	0	0	0	0	0	2			^Deft swing strikes .*? neck.
slash	neck	4	12		0	4	0	0	0	0	0	0	0	0	3			^Strong slash to throat nicks a few blood vessels.
slash	neck	5	15		0	8	0	0	0	0	0	0	0	0	3			^Fast slash to .*? neck exposes .*? windpipe.
slash	neck	6	20		1	0	0	0	0	0	0	0	0	0	3			^Deep slash to .*? neck severs an artery.
slash	neck	7	25		1	0	0	0	0	0	0	0	0	0	3			^Gruesome slash to .*? throat.
slash	neck	8	30		1	0	0	0	0	0	0	0	0	0	3			^Awful slash nearly decapitates .*?.
slash	neck	9	40		1	0	0	0	0	0	0	0	0	0	3			^Throat and vocal cords destroyed.
slash	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Quick slash to .*? left eye.
slash	left_eye	1	3		0	0	0	0	0	0	0	0	0	0	1			^Slashing strike near forehead nicks an eyelid.
slash	left_eye	2	3		0	1	0	0	0	0	0	0	0	0	2			^Gash to .*? left eyebrow.
slash	left_eye	3	5		0	3	0	0	0	0	0	0	0	0	2			^Scratches .*? left eye.
slash	left_eye	4	20		0	5	0	0	0	0	0	0	0	0	3	head	2	^Left eye lost.
slash	left_eye	5	25		1	0	0	0	0	0	0	0	0	0	3	head	3	^Slash strikes .*? left eye.
slash	left_eye	6	30		1	0	0	0	0	0	0	0	0	0	3	head	3	^Slash to head destroys .*? left eye.
slash	left_eye	7	40		1	0	0	0	0	0	0	0	0	0	3	head	3	^Slash to .*? left eye.
slash	left_eye	8	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Left eye sliced open.
slash	left_eye	9	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Blast to .*? head destroys left eye.
slash	right_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^Quick slash at .*? right eye.
slash	right_eye	1	3		0	0	0	0	0	0	0	0	0	0	1			^Slashing strike near forehead nicks an eyebrow.
slash	right_eye	2	3		0	1	0	0	0	0	0	0	0	0	2			^Gash to .*? right eyebrow.
slash	right_eye	3	5		0	3	0	0	0	0	0	0	0	0	2			^Scratch to .*? eyelids.
slash	right_eye	4	20		0	5	0	0	0	0	0	0	0	0	3	head	2	^Right eye lost.
slash	right_eye	5	25		1	0	0	0	0	0	0	0	0	0	3	head	3	^Slash strikes .*? right eye.
slash	right_eye	6	30		1	0	0	0	0	0	0	0	0	0	3	head	3	^Slash to head destroys .*? right eye.
slash	right_eye	7	40		1	0	0	0	0	0	0	0	0	0	3	head	3	^Slash to .*? right eye.
slash	right_eye	8	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Right eye sliced open.
slash	right_eye	9	50		1	0	0	0	0	0	0	0	0	0	3	head	3	^Blast to .*? head destroys right eye.
slash	chest	0	0		0	0	0	0	0	0	0	0	0	0	0			^Weak slash across chest.
slash	chest	1	1		0	0	0	0	0	0	0	0	0	0	1			^Deft slash across chest draws blood.
slash	chest	2	10		0	0	0	0	0	0	0	0	0	0	1			^That heart's not broken, it's only scratched.
slash	chest	3	15		0	1	0	0	0	0	0	0	0	0	1			^Breathe deep, it'll feel better in a minute.
slash	chest	4	20		0	3	0	0	0	0	0	0	0	0	2			^Slashing blow to chest knocks .*? back a few paces.
slash	chest	5	25		0	5	0	0	0	0	0	0	0	0	2			^(?:Crushing|Crossing) slash to (?:the )?chest catches .*? attention.
slash	chest	6	45		0	6	0	0	0	0	0	0	0	0	3	back	2	^Hard slash to .*? side opens .*? spleen.
slash	chest	7	60		0	8	0	0	0	0	0	0	0	0	3	back	2	^.*? chest is ripped open.
slash	chest	8	65		1	0	0	0	0	0	0	0	0	0	3	abdomen	3	^Slash to .*? ribs opens a sucking chest wound.
slash	chest	9	70		1	0	0	0	0	0	0	0	0	0	3	abdomen	3	^Wicked slash slices open .*? chest.
slash	abdomen	0	0		0	0	0	0	0	0	0	0	0	0	0			^Light slash to .*? abdomen.
slash	abdomen	1	5		0	0	0	0	0	0	0	0	0	0	1			^Awkward slash to .*? stomach.
slash	abdomen	2	10		0	0	0	0	0	0	0	0	0	0	1			^Smooth slash to .*? hip.
slash	abdomen	3	15		0	3	0	0	0	0	0	0	0	0	2	nerves	1	^Hard slash to belly severs a few nerve endings.
slash	abdomen	4	20		0	3	0	0	0	0	0	0	0	0	2			^Diagonal slash leaves a bloody trail across .*? torso.
slash	abdomen	5	25		0	5	0	0	0	0	0	0	0	0	2			^.*? is backed up by a strong slash to .*? abdomen.
slash	abdomen	6	30	prone	0	6	0	0	0	0	0	0	0	0	3	back	2	^Deep slash to .*? right side.
slash	abdomen	7	50		0	8	0	0	0	0	0	0	0	0	3	back	2	^Amazing slash to .*? belly.
slash	abdomen	8	60		1	0	0	0	0	0	0	0	0	0	3	back	3	^Bloody slash to .*? side.
slash	abdomen	9	75		1	0	0	0	0	0	0	0	0	0	3	back	3	^Terrible slash to .*? side.
slash	back	0	0		0	0	0	0	0	0	0	0	0	0	0			^Glancing blow to .*? back.
slash	back	1	3		0	0	0	0	0	0	0	0	0	0	1			^Weak slash to .*? lower back.
slash	back	2	10		0	0	0	0	0	0	0	0	0	0	1			^Feint to the left (?:goes astray )?as .*? dodges(?: that way)?.
slash	back	3	15		0	2	0	0	0	0	0	0	0	0	1			^Slash (?:to|along) .*? lower back.
slash	back	4	20		0	2	0	0	0	0	0	0	0	0	1			^Pain shoots up along .*? spine.
slash	back	5	25		0	3	0	0	0	0	0	0	0	0	2			^Jagged slash to lower back.
slash	back	6	30	prone	0	5	0	0	0	0	0	0	0	0	3			^.*? twists away but is caught with a hard slash.
slash	back	7	50	prone	0	6	0	0	0	0	0	0	0	0	3	abdomen	2	^.*? is spun around and hit hard in .*? lower back.
slash	back	8	60		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Kidneys sliced and diced.
slash	back	9	75		1	0	0	0	0	0	0	0	0	0	3	nerves	3	^Masterful slash to .*? lower back.
slash	left_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Hard blow, but deflected.
slash	left_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Quick slash to .*? upper left arm.
slash	left_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Shears off a thin layer of skin.
slash	left_arm	3	8		0	1	0	0	0	0	0	0	0	0	1			^Glancing slash to .*? shield arm.
slash	left_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Powerful slash just cracks .*? shield arm.
slash	left_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^Deep slash to .*? left forearm.
slash	left_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Off\-balance slash to .*? left arm shatters .*? elbow.
slash	left_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Left arm no longer available for use.
slash	left_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^.*? left arm is neatly amputated.
slash	left_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Awesome slash severs .*? left arm.
slash	right_arm	0	0		0	0	0	0	0	0	0	0	0	0	0			^Weak slash to .*? right arm.
slash	right_arm	1	3		0	0	0	0	0	0	0	0	0	0	1			^Quick slash to .*? upper right arm.
slash	right_arm	2	7		0	0	0	0	0	0	0	0	0	0	1			^Hesitant slash to .*? upper right arm.
slash	right_arm	3	8		0	1	0	0	0	0	0	0	0	0	1			^Slices neatly through the skin and meets bone.
slash	right_arm	4	10		0	2	0	0	0	0	0	0	0	0	2			^Powerful slash just cracks .*? weapon arm.
slash	right_arm	5	15		0	3	0	0	0	0	0	0	0	0	2			^(?:Deep s|S)lash to .*? right (?:forearm|arm).
slash	right_arm	6	20		0	5	0	0	0	0	0	0	0	0	2			^Quick, hard slash to .*? right arm.
slash	right_arm	7	25		0	6	1	0	0	0	0	0	0	0	3			^Right arm no longer available for use.
slash	right_arm	8	35		0	8	1	0	0	0	0	0	0	0	3			^.*? right arm is neatly amputated.
slash	right_arm	9	40		0	10	1	0	0	0	0	0	0	0	3			^Awesome slash severs? .*? right arm.
slash	left_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^Knuckles kissed but little damage.
slash	left_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Slash to .*? shield arm.
slash	left_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Wild slash scratches the back of .*? hand.
slash	left_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Slice to .*? left fingers.
slash	left_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Deep cut to .*? left hand.
slash	left_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^Slash to .*? (?:left |shield )hand.
slash	left_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Left hand sounds broken.
slash	left_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Jagged slash to .*? left arm.
slash	left_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^and the remainder of .*? left hand.
slash	left_hand	9	30		0	10	1	0	0	0	0	0	0	0	3			^Enough force to sever .*? left hand.
slash	right_hand	0	0		0	0	0	0	0	0	0	0	0	0	0			^That'll hurt tomorrow.
slash	right_hand	1	1		0	0	0	0	0	0	0	0	0	0	1			^Diagonal slash to .*? weapon arm.
slash	right_hand	2	3		0	0	0	0	0	0	0	0	0	0	1			^Wild slash bounces off the back of .*? hand.
slash	right_hand	3	5		0	0	0	0	0	0	0	0	0	0	1			^Nasty cut to right hand.
slash	right_hand	4	7		0	1	0	0	0	0	0	0	0	0	2			^Strong slash to .*? right hand cuts deep.
slash	right_hand	5	8		0	2	0	0	0	0	0	0	0	0	2			^(?:Quick flick at .*?|Slash to .*?) weapon hand.
slash	right_hand	6	10		0	3	0	0	0	0	0	0	0	0	2			^Right hand sounds broken.
slash	right_hand	7	15		0	4	1	0	0	0	0	0	0	0	3			^Jagged slash to .*? right arm.
slash	right_hand	8	25		0	5	1	0	0	0	0	0	0	0	3			^and the remainder of .*? right hand.
slash	right_hand	9	30		0	10	1	0	0	0	0	0	0	0	3			^Enough force to sever .*? right hand.
slash	left_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Light, bruising slash to .*? left thigh.
slash	left_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Slash to .*? left leg hits high.
slash	left_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Banged .*? left shin.
slash	left_leg	3	10		0	1	0	0	0	0	0	0	0	0	1			^Downward slash across .*? left thigh.
slash	left_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Deft slash to .*? (?:left )?leg digs deep.
slash	left_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Quick, powerful slash to .*? left knee.
slash	left_leg	6	25	prone	0	6	0	0	0	0	0	0	0	0	2			^Weak diagonal slash catches .*? left knee.
slash	left_leg	7	30	prone	0	8	1	0	0	0	0	0	0	0	3			^Wild downward slash severs .*? left foot.
slash	left_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^.*? left leg is severed at the knee.
slash	left_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Powerful slash leaves .*? without a left leg.
slash	right_leg	0	0		0	0	0	0	0	0	0	0	0	0	0			^Quick feint to .*? right foot.
slash	right_leg	1	5		0	0	0	0	0	0	0	0	0	0	1			^Slash to .*? right leg hits high.
slash	right_leg	2	10		0	0	0	0	0	0	0	0	0	0	1			^Banged .*? right shin.
slash	right_leg	3	10		0	1	0	0	0	0	0	0	0	0	1			^Downward slash across .*? right thigh.
slash	right_leg	4	17	prone	0	3	0	0	0	0	0	0	0	0	2			^Deep, bloody slash to .*? right thigh.
slash	right_leg	5	20	prone	0	5	0	0	0	0	0	0	0	0	2			^Quick, powerful slash to .*? right knee.
slash	right_leg	6	25	prone	0	6	0	0	0	0	0	0	0	0	2			^Strong slash to .*? right leg.
slash	right_leg	7	30	prone	0	8	1	0	0	0	0	0	0	0	3			^Wild downward slash severs .*? right foot.
slash	right_leg	8	40	prone	0	10	1	0	0	0	0	0	0	0	3			^.*? right leg is severed at the knee.
slash	right_leg	9	45	prone	0	12	1	0	0	0	0	0	0	0	3			^Powerful slash leaves .*? without a right leg.
steam	head	0	0		0	0	0	0	0	0	0	0	0	0	0			^Steam billows around .*?.
steam	head	1	4		0	0	0	0	0	0	0	0	0	0	1			^Burst of steam to the head leaves .*? face flushed.
steam	head	2	10		0	1	0	0	0	0	0	0	0	0	1			^Hot steam strike to face made .*? flinch.
steam	head	3	16		0	2	0	0	0	0	0	0	0	0	1			^Hot vapors to face leave .*? gasping.
steam	head	4	22		0	4	0	0	0	0	0	0	0	0	2			^Hot steam to the face causes .*? to grimace in pain.
steam	head	5	28		0	9	0	0	0	0	0	0	0	0	2			^Spray of hot water vapors to face causes large blisters.
steam	head	6	34		0	12	0	0	0	0	0	0	0	0	3			^Exposure to overheated steam removes wrinkles along with face.
steam	head	7	40		1	0	0	0	0	0	0	0	0	0	3			^Scalding blast removes hair and peels back scalp to show bone.
steam	head	8	46		1	0	0	0	0	0	0	0	0	0	3			^.*? head is engulfed in a hot ball of steam.
steam	head	9	52		1	0	0	0	0	0	0	0	0	0	3			^Superheated blast turns facial complexion to a curiously unhealthy pallor.
steam	neck	0	0		0	0	0	0	0	0	0	0	0	0	0			^Wisps of steam make .*? hot under the collar.
steam	neck	1	3		0	0	0	0	0	0	0	0	0	0	1			^Hot steam raises the hair on the back of .*? neck.
steam	neck	2	5		0	1	0	0	0	0	0	0	0	0	1			^Steam catches .*? in the neck causing minor discomfort.
steam	neck	3	10		0	2	0	0	0	0	0	0	0	0	1			^Hot burst (?:to to|to the|to) neck leaves .*? a li'l steamed.
steam	neck	4	13		0	4	0	0	0	0	0	0	0	0	2			^Hot vapors cause noticeable discoloration in neck.
steam	neck	5	16		0	6	0	0	0	0	0	0	0	0	2			^Scalding steam leaves the throat feeling sore but sterilized.
steam	neck	6	20		0	9	0	0	0	0	0	0	0	0	3			^Over exposure to hot steam leaves neck feeling stiff.
steam	neck	7	27		1	0	0	0	0	0	0	0	0	0	3			^Seething steam strike to neck leaves it tender and juicy.
steam	neck	8	35		1	0	0	0	0	0	0	0	0	0	3			^.*? neck is parboiled, leaves throat a li'l parched.
steam	neck	9	41		1	0	0	0	0	0	0	0	0	0	3			^Blast of superheated steam cauterizes carotid artery, leading to instant death.
steam	left_eye	0	0		0	0	0	0	0	0	0	0	0	0	0			^.*? barely notices the puff of steam.
steam	left_eye	1	1		0	1	0	0	0	0	0	0	0	0	1			^Hot vapors cause .*? eyes to water profusely.
steam	left_eye	2	4		0	1	0	0	0	0	0	0	0	0	1			^Steamy gust to (?:the )?left eye causes .*? to blink repeatedly.
steam	left_eye	3	7		0	2	0	0	0	0	0	0	0	0	2			^.*? left eye swells from hot gust of steam.
steam	left_eye	4	15		0	3	0	0	0	0	0	0	0	0	2			^Left eye boiled in skull to a soft consistency.
steam	left_eye	5	22		0	5	0	0	0	0	0	0	0	0	3			^Extended exposure to hot steam fuses eyelid to cornea.
steam	left_eye	6	30		0	10	0	0	0	0	0	0	0	0	3	head	3	^Hot steam blast causes cornea to blister.
steam	left_eye	7	35		1	0	0	0	0	0	0	0	0	0	3	head	3	^Left eye bursts from pressure of boiling ocular fluid.
steam	left_eye	8	40		1	0	0	0	0	0	0	0	0	0	3	head	3	^Scalding jet eviscerates left eye.
steam	left_eye	9	45		1	0	0	0	0	0	0	0	0	0	3	head	3	^Steaming ocular fluid cooks eyeball evenly.
