creature_id	category	name	as	as_raw	cs	cs_raw	note	type
horned_vor_taz	offensive_spell	Tangleweed (610)						
huge_air_elemental	bolt_spell	Hand of Tonis (505)	448					
huge_air_elemental	warding_spell	Slow (504)			335			
huge_air_elemental	offensive_spell	Call Wind (912)						
huge_air_elemental	offensive_spell	Elemental Wave (410)						
huge_air_elemental	offensive_spell	Major Elemental Wave (435)						
huge_air_elemental	offensive_spell	Wind blast						
huge_earth_elemental	physical	Pound	460					
huge_earth_elemental	bolt_spell	Hurl Boulder (510)	463					
huge_earth_elemental	maneuver	Ground slap						
huge_earth_elemental	special_ability	Stone touch						
huge_earth_elemental	special_ability	Earthquake						
huge_fire_elemental	physical	Claw	460					
huge_fire_elemental	physical	Roaring ball of fire	469					
huge_fire_elemental	physical	Stream of fire	469					
huge_fire_elemental	bolt_spell	Major Fire (908)	469					
huge_fire_elemental	bolt_spell	Minor Fire (906)	469					
huge_fire_elemental	maneuver	Mass Boil Earth						
huge_fire_elemental	maneuver	Lash						
huge_ice_elemental	physical	Pound	430					
huge_ice_elemental	bolt_spell	Major Cold (907)	438					
huge_ice_elemental	bolt_spell	Minor Cold (1709)	438					
huge_ice_elemental	maneuver	Slush wall						
huge_jungle_toad	physical	Bite (attack)	222					
huge_jungle_toad	physical	Charge (attack)	232					
huge_jungle_toad	physical	Bite	199..230					
huge_jungle_toad	maneuver	poisonous glob of phlegm						
huge_jungle_toad	maneuver	Glob						
huge_jungle_toad	special_ability	Poison spit						
huge_lava_elemental	physical	Pound (double attack)	450					
huge_lava_elemental	physical	Molten fist	409..496					
huge_lava_elemental	physical	Roaring ball of fire	469					
huge_lava_elemental	bolt_spell	Major Fire (908)	469					
huge_lava_elemental	maneuver	Lava glob						
huge_lightning_elemental	physical	Charge	460..495					
huge_lightning_elemental	physical	Powerful lightning bolt	469					
huge_lightning_elemental	bolt_spell	Major Shock (910)	469					
huge_lightning_elemental	bolt_spell	Cone of Elements (518)	469					
huge_lightning_elemental	warding_spell	Elemental Strike (415)			335			
huge_lightning_elemental	warding_spell	Mind Jolt (706)			322			
huge_lightning_elemental	offensive_spell	Lightning mote						
huge_lightning_elemental	maneuver	Lava glob						
huge_lightning_elemental	maneuver	Major Elemental Wave						
huge_lightning_elemental	maneuver	Burrow Ambush						
huge_mein_golem	physical	Ensnare	250					
huge_mein_golem	physical	Heavy mein right fist	234..255					
huge_mein_golem	maneuver	Ground Slam						
huge_steam_elemental	physical	Ensnare	460					
huge_steam_elemental	physical	Boiling tendril	469..491					
huge_steam_elemental	bolt_spell	Minor Steam	454					
huge_steam_elemental	offensive_spell	Earthen Fury (917)						
huge_steam_elemental	maneuver	Major Elemental Wave						
huge_steam_elemental	maneuver	Ethereal Wave						
huge_water_elemental	physical	Pound	450					
huge_water_elemental	bolt_spell	Minor Water (903)	452					
huge_water_elemental	offensive_spell	Mystic Impedance (1708)						
huge_water_elemental	maneuver	Water blast						
hulking_forest_ape	physical	Pound (attack)	200..278					
hulking_forest_ape	physical	Bite (attack)	200..278					
hulking_forest_ape	physical	Charge (attack)	200..278					
hulking_forest_ape	maneuver	Pounce						
hulking_forest_ape	special_ability	Pounce						
humpbacked_puma	physical	Bite (attack)	168					
humpbacked_puma	physical	Claw (attack)	168					
humpbacked_puma	physical	Bite	148					
humpbacked_puma	physical	Claw	142					
humpbacked_puma	physical	Unknown	145					
humpbacked_puma	maneuver	Stomp						
humpbacked_puma	special_ability	Leap						
hunch_backed_dogmatist	physical	Kaskara	350					
hunch_backed_dogmatist	bolt_spell	Fire Spirit (111)	356					
hunch_backed_dogmatist	warding_spell	Mass Interference (217)			320			
hunch_backed_dogmatist	warding_spell	Fervent Reproach (312)			320			
hunch_backed_dogmatist	warding_spell	Censure (316)			320			
hunch_backed_dogmatist	warding_spell	Interdiction			320			
hunch_backed_dogmatist	offensive_spell	Spirit Dispel (119)						
hunch_backed_dogmatist	special_ability	Gaze						
hunter_troll	physical	Jeddart-axe	232					
hunter_troll	physical	Bite	212..222					
hunter_troll	physical	Claw	212					
hunter_troll	maneuver	Trip						
ice_golem	physical	Pound						
ice_golem	physical	Stomp	319					
ice_golem	physical	Ensnare	333					
ice_golem	physical	Fist	327..335					
ice_golem	physical	Foot	265..333					
ice_golem	offensive_spell	Elemental Wave (410)						
ice_golem	offensive_spell	Tremors (909)						
ice_golem	maneuver	Ground Slam						
ice_hound	physical	Bite	192					
ice_hound	physical	Freezing ball of pure cold	171					
ice_hound	bolt_spell	Major Cold (907)	171					
ice_troll	physical	Sword	228					
ice_troll	physical	Battle-axe	205					
ice_troll	physical	Enruned ice-covered battle axe	200					
ice_troll	physical	Freezing ball of pure cold	179..185					
ice_troll	bolt_spell	Major Cold (907)	158					
ice_wraith	physical	Kaskara	238					
ice_wraith	warding_spell	Point			227			
ice_wraith	maneuver	Point						
illoke_elder	physical	Stomp (attack)						
illoke_elder	physical	Sledgehammer						
illoke_elder	physical	Stalagmite						
illoke_elder	physical	Rock (hurled)						
illoke_elder	physical	Enormous stalagmite	419					
illoke_elder	physical	Fist	389					
illoke_elder	physical	Foot	292					
illoke_elder	physical	Giant granite sledgehammer	417					
illoke_elder	physical	Heavy earthen fists	431					
illoke_elder	physical	Heavy stone hammer	409					
illoke_elder	physical	Large rock	429					
illoke_elder	warding_spell	Stone Fist (514)						
illoke_elder	offensive_spell	Major Elemental Wave (435)						
illoke_elder	offensive_spell	Elemental Disjunction (530)						
illoke_elder	offensive_spell	Sandstorm (914)						
illoke_elder	maneuver	Divine Wrath						
illoke_elder	maneuver	Ethereal Wave						
illoke_jarl	physical	Fist	392					
illoke_jarl	physical	Hammer	422..435					
illoke_jarl	physical	Foot	405					
illoke_jarl	physical	Heavy earthen fists	419					
illoke_jarl	physical	Huge rock	434					
illoke_jarl	warding_spell	Divine Strike (1615)			363..375			
illoke_jarl	warding_spell	Heavy black stone hammer			366			
illoke_jarl	warding_spell	Slate grey stone hammer			338			
illoke_jarl	warding_spell	Charge			363			
illoke_jarl	offensive_spell	Spirit Strike (117)						
illoke_jarl	maneuver	Mstrike						
illoke_jarl	maneuver	Divine Wrath						
illoke_jarl	maneuver	Feint						
illoke_jarl	maneuver	Ground Slam						
illoke_jarl	maneuver	Charge						
illoke_jarl	maneuver	Ethereal Wave						
illoke_jarl	maneuver	Shield Charge						
illoke_mystic	physical	Giant stone hammer	341					
illoke_mystic	physical	Heavy stone hammer	255					
illoke_mystic	physical	Large rock	356					
illoke_mystic	maneuver	Divine Wrath						
illoke_shaman	physical	War mattock						
illoke_shaman	physical	Fist	337					
illoke_shaman	physical	Foot	303					
illoke_shaman	physical	Huge stone maul	316					
illoke_shaman	physical	Massive granite hammer	325..335					
illoke_shaman	warding_spell	Interdiction			282			
illoke_shaman	warding_spell	Interference (212)			282			
illoke_shaman	warding_spell	Huge stone maul			291			
illoke_shaman	offensive_spell	Earthen Fury						
illoke_shaman	maneuver	Divine Wrath						
illoke_shaman	maneuver	Ground Slam						
ilvari_pixie	physical	Giant bee stinger	348					
ilvari_pixie	bolt_spell	Major Acid (1710)	352					
ilvari_pixie	warding_spell	Pain (711)			339			
ilvari_pixie	offensive_spell	Elemental Dispel (417)						
ilvari_pixie	offensive_spell	Major Elemental Wave (435)						
ilvari_pixie	maneuver	Point						
ilvari_sprite	warding_spell	Bone Shatter (1106)			306..315			
ilvari_sprite	warding_spell	Repel (Fear)			306..315			
ilvari_sprite	warding_spell	Wither (1115)			306..315			
ilvari_sprite	warding_spell	Sympathy (1120)						
ilvari_sprite	offensive_spell	Spirit Dispel (119)						
immense_gold-bristled_hinterboar	physical	stomp	515..529					
immense_gold-bristled_hinterboar	physical	impale	509..523					
immense_gold-bristled_hinterboar	physical	charge (attack)	529					
immense_gold-bristled_hinterboar	physical	Charge	529..557					
immense_gold-bristled_hinterboar	physical	Huge hooves	519..549					
immense_gold-bristled_hinterboar	physical	Tusks	519..549					
immense_gold-bristled_hinterboar	physical	Lunge	557					
immense_gold-bristled_hinterboar	maneuver	boarrush						
immense_gold-bristled_hinterboar	maneuver	feint						
immense_gold-bristled_hinterboar	maneuver	Charge						
imposing_elk	physical	Antlers	139					
imposing_elk	physical	Charge	148					
infernal_death_knight	physical	Trio of blue-black diamonds	610..645					
infernal_death_knight	physical	Bite	520					
infernal_death_knight	physical	Charge	565					
infernal_death_knight	physical	Kick	520					
infernal_death_knight	warding_spell	Corrupt Essence			452			
infernal_death_knight	warding_spell	Disarm			459			
infernal_death_knight	warding_spell	Massive black ora sword adorned with a trio of blue-black diamonds			456			
infernal_death_knight	offensive_spell	Elemental Wave						
infernal_death_knight	maneuver	Spell Cleave						
infernal_death_knight	maneuver	Disarm						
infernal_death_knight	maneuver	Pounce						
ithzir_adept	physical	Quarterstaff	408					
ithzir_adept	physical	Twisted crystal-tipped staff	408..428					
ithzir_adept	bolt_spell	Cone of Elements (518)	379					
ithzir_adept	bolt_spell	Major Cold (907)	379					
ithzir_adept	bolt_spell	Major Fire (908)	379					
ithzir_adept	bolt_spell	Major Shock (910)	379					
ithzir_adept	bolt_spell	Minor Acid (904)	379					
ithzir_adept	bolt_spell	Minor Fire (906)	379					
ithzir_adept	bolt_spell	Minor Water (903)	379					
ithzir_adept	warding_spell	Weapon Fire (915)			402			
ithzir_adept	warding_spell	Twisted crystal-tipped staff			402			
ithzir_adept	offensive_spell	Call Wind (912)						
ithzir_adept	offensive_spell	Lightning mote						
ithzir_adept	maneuver	Palm Thrust						
ithzir_champion	physical	Flamberge	446..456					
ithzir_champion	physical	Maul	440..461					
ithzir_champion	offensive_spell	Arm of the Arkati (1605)						
ithzir_champion	maneuver	Disarm Weapon						
ithzir_champion	maneuver	Bull Rush						
ithzir_champion	maneuver	True Strike						
ithzir_champion	maneuver	Charge						
ithzir_champion	special_ability	Quickstrike						
ithzir_champion	special_ability	Seanette's Shout						
ithzir_herald	physical	Falchion						
ithzir_herald	physical	Curved crystal-edged blade	413					
ithzir_herald	physical	Curved silvery blade	413..416					
ithzir_herald	warding_spell	Lullabye (1005)						
ithzir_herald	warding_spell	Song of Depression (1015)			384			
ithzir_herald	warding_spell	Song of Rage (1016)						
ithzir_herald	warding_spell	Song of Sonic Disruption (1030)			384			
ithzir_herald	warding_spell	Vibration Chant (1002)			384			
ithzir_herald	warding_spell	Curved silvery blade			375			
ithzir_herald	offensive_spell	Elemental Wave (410)						
ithzir_herald	offensive_spell	Mass Calm (619)						
ithzir_initiate	physical	Quarterstaff	433					
ithzir_initiate	physical	Twisted crystal-tipped staff	428..503					
ithzir_initiate	bolt_spell	Fire Spirit (111)	407					
ithzir_initiate	bolt_spell	Web (118)	407					
ithzir_initiate	warding_spell	Bind (214)			386			
ithzir_initiate	warding_spell	Divine Fury (317)			386			
ithzir_initiate	warding_spell	Divine Wrath (335)			386			
ithzir_initiate	warding_spell	Fervent Reproach (312)			386			
ithzir_initiate	warding_spell	Mass Interference (217)			386			
ithzir_initiate	warding_spell	Web (118)			398			
ithzir_initiate	warding_spell	Twisted crystal-tipped staff			383			
ithzir_initiate	offensive_spell	Heroism (215)						
ithzir_initiate	offensive_spell	Spirit Strike (117)						
ithzir_initiate	maneuver	Mind Stun						
ithzir_initiate	maneuver	Ground Slam						
ithzir_janissary	physical	Longsword	428					
ithzir_janissary	physical	Military fork						
ithzir_janissary	physical	Mace	421					
ithzir_janissary	physical	Smash	453					
ithzir_janissary	physical	Spiral-hafted crystal-edged handaxe	402..423					
ithzir_janissary	physical	Spiral-hafted handaxe	413..421					
ithzir_janissary	physical	Twisted crystal-tipped staff	431					
ithzir_janissary	physical	Gleaming crystal-edged broadsword	413					
ithzir_janissary	maneuver	Disarm Weapon						
ithzir_janissary	maneuver	Trip						
ithzir_janissary	maneuver	Warcries						
ithzir_janissary	maneuver	Disarm						
ithzir_scout	physical	Broadsword	414..436					
ithzir_scout	physical	Closed fist	402					
ithzir_scout	physical	Smash	443..459					
ithzir_scout	maneuver	Cheapshots						
ithzir_scout	maneuver	Sweep						
ithzir_scout	maneuver	Stomp						
ithzir_seer	physical	Quarterstaff	398					
ithzir_seer	physical	Twisted crystal-tipped staff	411..499					
ithzir_seer	physical	Gleaming crystal-edged broadsword	341					
ithzir_seer	bolt_spell	Fire Spirit	476					
ithzir_seer	bolt_spell	Telekinesis	476					
ithzir_seer	bolt_spell	Web	476					
ithzir_seer	warding_spell	Bone Shatter			423			
ithzir_seer	warding_spell	Frenzy			411..431			
ithzir_seer	warding_spell	Mass Interference			411..431			
ithzir_seer	warding_spell	Silence			425..431			
ithzir_seer	warding_spell	Torment			411			
ithzir_seer	warding_spell	Web			431			
ithzir_seer	warding_spell	Twisted crystal-tipped staff			431			
ithzir_seer	offensive_spell	Spirit Strike						
ithzir_seer	offensive_spell	Spiritual Abolition						
ithzir_seer	offensive_spell	Bravery (211)						
ithzir_seer	offensive_spell	Elemental Focus (513)						
ithzir_seer	special_ability	Psionic stun						
jungle_feyling	physical	Fist-scythe	198					
jungle_feyling	maneuver	Hamstring						
jungle_feyling	maneuver	Fist-scythe						
jungle_troll	physical	Falchion	209					
jungle_troll	physical	Claw (attack)	199					
jungle_troll	physical	Bamboo-hilted machete	209					
jungle_troll	maneuver	Lash						
jungle_troll_chieftain	physical	Bastard sword	212					
jungle_troll_chieftain	physical	Claw (attack)	227					
jungle_troll_chieftain	physical	Vine-wrapped rusting bastard sword	272					
jungle_troll_chieftain	offensive_spell	Call Swarm (615)						
jungle_troll_chieftain	offensive_spell	Tangleweed (610)						
kiramon_defender	physical	Tongue Strike	256					
kiramon_defender	physical	Charge (attack)	262					
kiramon_defender	physical	Claw	230..256					
kiramon_defender	physical	Charge	236					
kiramon_defender	warding_spell	Disease				Poison		
kiramon_defender	maneuver	Hamstring						
kiramon_defender	special_ability	Lunge						
kiramon_worker	physical	Claw	236					
kiramon_worker	physical	Charge (attack)	246					
kiramon_worker	physical	Charge	196					
kiramon_worker	warding_spell	Disease						
kiramon_worker	special_ability	Lunge						
kobold	physical	Short sword	36					
kobold	physical	(quarantine-recovered)	16					
kobold	physical	Javelin	36					
kobold	physical	Unknown	36					
kobold_shepherd	physical	Quarterstaff	50					
kobold_shepherd	physical	Unknown	50					
kobold_shepherd	bolt_spell	Minor Shock (901)	30					
kobold_shepherd	bolt_spell	Minor Water (903)	30					
kobold_shepherd	warding_spell	Mana Disruption (702)			35			
krag_dweller	physical	Pound	400					
krag_dweller	physical	Fist	383					
krag_dweller	special_ability	Krag dweller boulder						
krag_yeti	physical	Hairy hand	328..364					
krag_yeti	physical	Ensnare	335					
krag_yeti	physical	Closed fist	346..388					
krag_yeti	maneuver	Arm Entrapment/Bear Hug						
krag_yeti	maneuver	Ground slap						
krag_yeti	maneuver	Hairy hand						
krolvin_corsair	physical	Tackle						
krolvin_corsair	physical	Plain steel cutlass	228					
krolvin_mercenary	physical	Broadsword	178					
krolvin_mercenary	physical	Unknown	178					
krolvin_mercenary	maneuver	Cheapshot						
krolvin_mercenary	maneuver	Stomp						
krolvin_slaver	physical	Scimitar	212..230					
krolvin_slaver	warding_spell	Bind (214)						
krolvin_slaver	warding_spell	Silence (210)						
krolvin_slaver	offensive_spell	Major Elemental Wave (435)						
krolvin_slaver	offensive_spell	Tremors (909)						
krolvin_warfarer	physical	Awl-pike	200					
krolvin_warfarer	physical	Claidhmore	200					
krolvin_warfarer	physical	Falchion	162..200					
krolvin_warfarer	physical	Morning star	196					
krolvin_warfarer	physical	Broadsword	204					
krolvin_warfarer	bolt_spell	Fire Spirit (111)	179					
krolvin_warfarer	warding_spell	Elemental Blast (409)			127			
krolvin_warfarer	warding_spell	Unbalance (110)			130			
krolvin_warfarer	offensive_spell	Elemental Wave (410)						
krolvin_warfarer	maneuver	Gesture						
krolvin_warrior	physical	War mattock	156..195					
krolvin_warrior	physical	Morning star	166..195					
krolvin_warrior	physical	Jeddart-axe	185					
krynch	physical	Pound						
krynch	physical	Fist	250					
krynch	special_ability	Tremors						
large_ogre	physical	Claw	145					
large_ogre	physical	Closed fist	130..155					
large_ogre	physical	Flail	165					
large_ogre	physical	Two-handed sword	165					
large_ogre	physical	Mace	155					
large_ogre	physical	Spear	165					
large_ogre	maneuver	Tackle						
large_ogre	maneuver	Pounce						
large_ring_tailed_lemur	physical	Bite (attack)	118					
large_ring_tailed_lemur	physical	Closed fist	118					
large_ring_tailed_lemur	physical	Bite	111					
large_ring_tailed_lemur	physical	Charge	208					
large_ring_tailed_lemur	physical	Sharp claws	117					
large_thorned_shrub	physical	small glistening thorn	299					
large_thorned_shrub	physical	Twig	279					
lava_golem	physical	Pound (attack)	325					
lava_golem	physical	Stomp (attack)	320					
lava_golem	physical	Fist	331..345					
lava_golem	physical	Foot	321					
lava_troll	physical	Maul	215					
lava_troll	physical	Warsword	215					
lava_troll	physical	Leather-wound ruddy steel sledgehammer	215					
lava_troll	maneuver	Tackle						
lava_troll	maneuver	Pounce						
leaper	physical	Bite	84..94					
leaper	physical	Claw	94					
leaper	physical	Stomp	94					
leaper	physical	Foot	84					
lesser_burrow_orc	physical	Short sword	101..127					
lesser_construct	physical	Flail						
lesser_construct	physical	Stomp	404					
lesser_construct	physical	Massive arm	404..424					
lesser_construct	physical	Smash	404..416					
lesser_construct	maneuver	Foot Stomp						
lesser_construct	maneuver	Ground Slam						
lesser_faeroth	physical	Bite	257..281					
lesser_faeroth	physical	Claw	236..291					
lesser_faeroth	physical	Pound	271..281					
lesser_frost_shade	physical	Handaxe	33..43					
lesser_frost_shade	physical	Unknown	23					
lesser_frost_shade	warding_spell	Calm (201)			10			
lesser_frost_shade	warding_spell	Repel			14			
lesser_frost_shade	warding_spell	Handaxe			14			
lesser_ghoul	physical	Claw	31					
lesser_ghoul	physical	Unknown	31					
lesser_griffin	physical	Impale	341					
lesser_griffin	physical	Bite	338..341					
lesser_griffin	physical	Claw	348..351					
lesser_griffin	physical	Beak	329					
lesser_griffin	physical	Swoop	315..344					
lesser_griffin	maneuver	Screech						
lesser_griffin	maneuver	Wing Swat						
lesser_griffin	maneuver	Dive						
lesser_griffin	maneuver	Wing Buffet						
lesser_griffin	special_ability	Buffet						
lesser_griffin	special_ability	Screech						
lesser_griffin	special_ability	Wing Swat						
lesser_ice_elemental	physical	Ensnare						
lesser_ice_elemental	physical	Lash	255..301					
lesser_ice_elemental	bolt_spell	Minor Cold (1709)	251					
lesser_ice_elemental	offensive_spell	Elemental Dispel (417)						
lesser_ice_elemental	offensive_spell	Elemental Wave (410)						
lesser_ice_elemental	offensive_spell	Major Elemental Wave (435)						
lesser_ice_elemental	maneuver	Ground Slam						
lesser_ice_giant	physical	Massive Icicle	299					
lesser_ice_giant	maneuver	AS Booster						
lesser_ice_giant	maneuver	Ground Slam						
lesser_minotaur	physical	Greataxe	338					
lesser_minotaur	physical	Waraxe	341..376					
lesser_minotaur	maneuver	Bull Rush						
lesser_minotaur	maneuver	Feint						
lesser_moor_wight	physical	Broadsword	250					
lesser_moor_wight	physical	Blackened twisted steel longsword	225..250					
lesser_moor_wight	physical	Slender enruned steel longsword	250					
lesser_moor_wight	offensive_spell	Elemental Wave (410)						
lesser_moor_wight	offensive_spell	Gas cloud						
lesser_moor_wight	maneuver	Point						
lesser_mummy	physical	Claw	108					
lesser_mummy	physical	Ensnare	118					
lesser_orc	physical	Cudgel	108					
lesser_orc	physical	Short sword	88..108					
lesser_orc	physical	Unknown	108					
lesser_red_orc	physical	Scimitar	99..111					
lesser_shade	physical	Short sword	33..43					
lesser_shade	physical	Falchion	43					
lesser_shade	warding_spell	Calm (201)			10			
lesser_shade	warding_spell	Repel (fear)			14			
lesser_shade	warding_spell	Mottled grey falchion			10			
lesser_stone_gargoyle	physical	Bite	180..201					
lesser_stone_gargoyle	physical	Claw	201					
lesser_vruul	physical	Battle axe	248..263					
lesser_vruul	physical	Short sword	263					
lesser_vruul	warding_spell	Bind (214)			205			
lesser_vruul	warding_spell	Calm (201)			205			
lesser_vruul	warding_spell	Frenzy (216)			205			
lesser_vruul	warding_spell	Interference (212)			205			
lesser_vruul	warding_spell	Silence (210)			205			
lesser_vruul	warding_spell	Unbalance (110)			205			
lesser_vruul	warding_spell	Battle axe			205			
lesser_vruul	maneuver	Gesture						
lesser_wood_sprite	physical	Estoc	190..222					
lesser_wood_sprite	physical	Composite bow						
lesser_wood_sprite	physical	Impale	198					
lesser_wood_sprite	offensive_spell	Sounds (607)						
lesser_wood_sprite	offensive_spell	Tangleweed (610)						
lich	physical	Runestaff	466					
lich	physical	Crystal-set smooth ironwood scepter	466					
lich	physical	Barbed tentacle	430					
lich	physical	Bladed forearms	487					
lich	bolt_spell	Major Cold (907)	422					
lich	warding_spell	Cold Snap (512)			500			
lich	warding_spell	Dark Catalyst (719)			477..489			
lich	warding_spell	Burrow Ambush			477			
lich	offensive_spell	Major Elemental Wave (435)						
lich	offensive_spell	Tremors (909)						
lich	offensive_spell	Elemental Disjunction (530)						
lich	maneuver	Point						
lich	maneuver	Lash						
lich	maneuver	Pounce						
lich_qyn_arj	physical	Bite	368..382					
lich_qyn_arj	physical	Smash	363					
lich_qyn_arj	bolt_spell	Minor Cold (1709)	370					
lich_qyn_arj	bolt_spell	Web (118)	351					
lich_qyn_arj	warding_spell	Unbalance (110)			341			
lich_qyn_arj	warding_spell	Web (118)			341			
lich_qyn_arj	maneuver	Gesture						
lich_qyn_arj	maneuver	Ground Slam						
lithe_veiled_sentinel	physical	Kick	418..484					
lithe_veiled_sentinel	physical	Bloated arms	450					
lithe_veiled_sentinel	physical	Bronze cutlass	481..553					
lithe_veiled_sentinel	physical	Heel of her hand	433..438					
lithe_veiled_sentinel	physical	Heel of his hand	408..483					
lithe_veiled_sentinel	warding_spell	Thought Lash			438..447			
lithe_veiled_sentinel	warding_spell	Lash			462			
lithe_veiled_sentinel	warding_spell	Charge			462			
lithe_veiled_sentinel	offensive_spell	Spirit Strike						
lithe_veiled_sentinel	offensive_spell	Force Projection						
lithe_veiled_sentinel	offensive_spell	Powersink						
lithe_veiled_sentinel	maneuver	Feint						
lithe_veiled_sentinel	maneuver	Bull Rush						
lithe_veiled_sentinel	maneuver	Disarm						
lithe_veiled_sentinel	maneuver	Martial Strike						
lithe_veiled_sentinel	maneuver	Charge						
lithe_veiled_sentinel	special_ability	Unholy Quickening						
lost_soul	physical	Scythe	370..493					
lost_soul	physical	Scorched black ball and chain	404..501					
lost_soul	warding_spell	Elemental Dispel (417)						
lost_soul	warding_spell	Gleaming silvery scythe			383			
lost_soul	warding_spell	Scorched black ball and chain			380			
lost_soul	maneuver	Point						
lost_soul	maneuver	Pounce						
luminous_arachnid	physical	Bite	150					
luminous_arachnid	physical	Ensnare	148..152					
luminous_arachnid	maneuver	Web						
luminous_arachnid	special_ability	Web						
luminous_worm	physical	Charge (attack)	156					
luminous_worm	physical	Charge	154..162					
magna_vereri	physical	Repel (Fear)						
magna_vereri	physical	Decaying fists	354					
magna_vereri	physical	Leather whip	363					
magna_vereri	physical	Mouth full of rotting teeth	327..364					
magna_vereri	physical	Slash	354..360					
magna_vereri	maneuver	Gesture						
magna_vereri	maneuver	Spellsong						
magru	physical	Pound	210					
magru	physical	Fist	260					
magru	special_ability	Stream of Fluid						
major_glacei	physical	Lash	259					
major_glacei	physical	Strike	234..281					
major_glacei	bolt_spell	Major Cold (907)	212					
major_spider	physical	Bite	168					
major_spider	physical	Ensnare	178..186					
major_spider	maneuver	Web						
mammoth_arachnid	physical	Bite	190..215					
mammoth_arachnid	physical	Ensnare	204..226					
mammoth_arachnid	maneuver	Web						
mammoth_arachnid	special_ability	Web						
manticore	physical	Claw	112					
manticore	physical	Closed fist	122					
manticore	physical	Unknown	122					
martial_eagle	physical	Bite	230					
martial_eagle	physical	Claw	230					
martial_eagle	physical	Swoop	220					
martial_eagle	maneuver	Web						
masked_goliath_plunderer	maneuver	Feint						
masked_goliath_plunderer	maneuver	Hamstring						
masked_goliath_plunderer	maneuver	Mug						
masked_goliath_plunderer	maneuver	Garrote						
masked_goliath_plunderer	maneuver	Subdue						
masked_goliath_plunderer	maneuver	Templeshot						
masked_goliath_plunderer	maneuver	Coup de Grace						
masked_goliath_plunderer	maneuver	Cutthroat						
masked_goliath_plunderer	maneuver	Silent Strike						
massive_black_boar	physical	Charge (attack)	335					
massive_black_boar	physical	Impale (attack)	292					
massive_black_boar	physical	Bite (attack)	312					
massive_black_boar	physical	Bite	325					
massive_black_boar	physical	Charge	335					
massive_black_boar	physical	Tusk	325					
massive_black_boar	maneuver	Charge						
massive_grahnk	physical	Cudgel						
massive_grahnk	physical	Foot	151					
massive_grahnk	physical	Heavy stone club	192					
massive_grahnk	maneuver	Tackle						
massive_grahnk	maneuver	Pounce						
massive_pyrothag	physical	Quarterstaff	302					
massive_pyrothag	physical	Stomp (attack)	253					
massive_pyrothag	physical	Pound (attack)	283					
massive_pyrothag	physical	Massive glaes club	243..302					
massive_pyrothag	maneuver	Massive glaes club						
massive_troll_king	physical	Bite	339					
massive_troll_king	physical	Claw	522					
massive_troll_king	physical	Bite (enraged)						
massive_troll_king	physical	Claw (enraged)						
massive_troll_king	physical	Fist	502					
massive_troll_king	maneuver	Enrage						
mastodonic_leopard	physical	Bite	242..269					
mastodonic_leopard	physical	Claw	279					
mastodonic_leopard	maneuver	Caterwaul						
mastodonic_leopard	maneuver	Leap						
mastodonic_leopard	special_ability	Pounce						
maw_spore	physical	Stinger (attack)	227					
maw_spore	physical	Stinger	227					
mezic	physical	Ball and chain						
mezic	physical	Stream of water	198					
mezic	bolt_spell	Minor Acid (904)	236					
mezic	bolt_spell	Minor Fire (906)	220					
mezic	bolt_spell	Minor Shock (901)	236					
mezic	warding_spell	Cold Snap (512)			180			
mezic	offensive_spell	Call Wind (912)						
minor_glacei	physical	Lash	217..246					
minor_glacei	physical	Strike	247..250					
minotaur_magus	physical	Runestaff	336					
minotaur_magus	bolt_spell	Fire Spirit (111)	379					
minotaur_magus	warding_spell	Divine Fury (317)			336			
minotaur_magus	offensive_spell	Heroism (215)						
minotaur_magus	offensive_spell	Spirit Strike (117)						
minotaur_magus	maneuver	Gesture						
minotaur_warrior	physical	Greataxe	368					
minotaur_warrior	physical	Moon axe	368..384					
minotaur_warrior	physical	Lustrous steel battle axe	348					
minotaur_warrior	maneuver	Bull Rush						
minotaur_warrior	maneuver	Disarm						
minotaur_warrior	maneuver	Charge						
minotaur_warrior	maneuver	Ground Slam						
mist_wraith	physical	Closed fist	81					
mist_wraith	physical	Claw	71					
mist_wraith	physical	Ensnare	71..81					
mistydeep_siren	physical	Dagger	50					
mistydeep_siren	physical	Unknown	30					
mistydeep_siren	warding_spell	Calm (201)			10			
mistydeep_siren	warding_spell	Vibration Chant (1002)			2			
moaning_phantom	physical	Closed fist	28					
moaning_phantom	physical	Unknown	28					
moaning_phantom	bolt_spell	Minor Shock (901)	50					
moaning_spirit	physical	Claw	218..235					
moaning_spirit	physical	Closed fist	228..245					
moaning_spirit	warding_spell	Claw			159			
moaning_spirit	warding_spell	Closed fist			154			
moaning_spirit	maneuver	Mystic Gesture						
monastic_lich	physical	claidhmore	180..255					
monastic_lich	physical	kris	180..255					
monastic_lich	physical	whip	180..255					
monastic_lich	bolt_spell	Major Cold (907)	178..193					
monastic_lich	warding_spell	Blind (311)			150			
monastic_lich	warding_spell	Cold Snap (512)			159..162			
monastic_lich	warding_spell	Silence (210)			150			
monastic_lich	warding_spell	Wickedly barbed leather whip			156			
monastic_lich	offensive_spell	Bravery (211)						
monastic_lich	special_ability	Forget						
monastic_lich	special_ability	AS Boost						
monastic_lich	special_ability	Spirit Drain						
mongrel_hobgoblin	physical	Morning star	99					
mongrel_hobgoblin	physical	Spiked club	79..89					
mongrel_hobgoblin	physical	Unknown	99					
mongrel_kobold	physical	Handaxe	65..73					
