1	4192	23282->23282	;e hot_rooms = [..]; cold_rooms = [..]; $mapdb_confluence_wayto ||= Hash.new; $mapdb_confluence_wander ||= Array.new; loop { start_room = Room.current; break if start_room.id == $mapdb_confluence_target; if hot_rooms.include?(start_room.id); hot = true; elsif cold_rooms.include?(start_room.id); hot = false; else; $goN_restart = true; break; end; if GameObj.loot.any? { |o| o.name == S }; if hot; $mapdb_confluence_hot_tranquility = start_room.id; else; $mapdb_confluence_cold_tranquility = start_room.id; end; elsif $mapdb_confluence_hot_tranquility == start_room.id; $mapdb_confluence_hot_tranquility = nil; elsif $mapdb_confluence_cold_tranquility == start_room.id; $mapdb_confluence_cold_tranquility = nil; end; if GameObj.loot.any? { |o| o.name == S }; if hot; $mapdb_confluence_hot_pit = start_room.id; else; $mapdb_confluence_cold_pit = start_room.id; end; elsif $mapdb_confluence_hot_pit == start_room.id; $mapdb_confluence_hot_pit = nil; elsif $mapdb_confluence_cold_pit == start_room.id; $mapdb_confluence_cold_pit = nil; end; if $mapdb_confluence_wayto[start_room.id].nil?; wayto = Hash.new; XMLData.room_exits.each { |d| wayto[d] = nil }; redo if Room.current != start_room; $mapdb_confluence_wayto[start_room.id] = wayto; end; if ($mapdb_confluence_wayto[start_room.id].keys != XMLData.room_exits); redo if Room.current != start_room; $mapdb_confluence_wayto = Hash.new; redo; end; child = ((bounty? =~ R) ? GameObj.npcs.find { |npc| npc.noun == S } : nil); dir_to = proc { |targets| dir = nil; tried = Array.new; N.times { break if dir = $mapdb_confluence_wayto[start_room.id].keys.find { |d| targets.include?($mapdb_confluence_wayto[start_room.id][d]) }; targets.each { |i| tried.push(i) unless tried.include?(i) }; ot = targets; targets = $mapdb_confluence_wayto.keys.find_all { |k| $mapdb_confluence_wayto[k].values.any? { |i| ot.include?(i) } and not tried.include?(k) }; break if targets.empty? }; dir }; dir = nil; if $mapdb_confluence_target == S; if GameObj.loot.any? { |o| o.name == S }; move S; $goN_restart = true; break; end; if hot and $mapdb_confluence_hot_tranquility; dir = dir_to.call([$mapdb_confluence_hot_tranquility]); elsif not hot and $mapdb_confluence_cold_tranquility; dir = dir_to.call([$mapdb_confluence_cold_tranquility]); end; else; if hot and cold_rooms.include?($mapdb_confluence_target); if GameObj.loot.any? { |o| o.name == S }; move S; redo; end; dir = dir_to.call([$mapdb_confluence_hot_pit]) if $mapdb_confluence_hot_pit; elsif not hot and hot_rooms.include?($mapdb_confluence_target); if GameObj.loot.any? { |o| o.name == S }; move S; redo; end; dir = dir_to.call([$mapdb_confluence_cold_pit]) if $mapdb_confluence_cold_pit; else; dir = dir_to.call([$mapdb_confluence_target]); end; end; dir ||= dir_to.call([..]); dir ||= $mapdb_confluence_wayto[start_room.id].keys.find { |d| not $mapdb_confluence_wander.include?($mapdb_confluence_wayto[start_room.id][d]) }; if dir.nil?; next_id = $mapdb_confluence_wander.find { |i| $mapdb_confluence_wayto[start_room.id].values.include?(i) }; dir = $mapdb_confluence_wayto[start_room.id].keys.find { |d| $mapdb_confluence_wayto[start_room.id][d] == next_id }; end; r = move(dir.dup); N.times { break if GameObj.npcs.any? { |npc| npc.id == child.id }; sleep N } if child; if r == false; status_tags; result = dothistimeout S, N, R; status_tags; options = result.scan(R).flatten; move options[rand(options.length)]; else; end_room = Room.current; redo if end_room.id == start_room.id; $mapdb_confluence_wayto[start_room.id][dir] = end_room.id; $mapdb_confluence_wander.delete(end_room.id); $mapdb_confluence_wander.push(end_room.id); end }
1	465	23338->23339	;e status_tags put S while line = get if line =~ R container = $N break elsif line =~ R container = nil break end end status_tags if container fput S fput S move S else echo S echo S exit end
1	33	23496->19109	;e move S; fputS
1	194	23830->29860	;e UserVars.mapdb_hinterwilds_location = S;multifput S,S,S;waitfor S,S,S;
1	168	23845->23926	;e if celerity = Spell[..] and celerity.known? and celerity.affordable? and not celerity.active?; celerity.cast; end; fput S; waitrt?; fput S
1	64	24158->24159	;e x=XMLData.room_count+N;fput S until XMLData.room_count == x
1	28	24159->24160	;e move S;fill_hands
1	167	24238->21557	;e fput S;fput S;fput S;echo S;line = get until Room.current.id != N
1	102	24239->24240	;e echo S;line = get until line =~ R
1	117	24241->313	;e (fput S until standing?;fput S) until Room.current.id != N;wait_until{Room.current.id == N}
1	51	24241->20233	;e fput S until Room.current.id != N
1	40	24507->4709	;e move S;$goN_restart = true;
1	50	24516->15651	;e fput S until kneeling?; move S
1	248	24730->24729	;e while Room.current.id == N do;fput S until standing?;success = R;fail = R;result = dothistimeout S, N, Regexp.union(success, fail);if result =~ fail;sleep N;waitrt?;end;end
1	146	24752->20423	;e [..].each{|d| move(d)};fput S;[..].each{|d| move(d)};fput S;move(S);
1	114	24837->24967	;e line = fput S until line =~ R;move S
1	52	24842->24876	;e fput S;fput S;$goN_restart = true
1	54	24895->24876	;e fput S;fput S;$goN_restart=true
1	55	24963->7602	;e fput S until Room.current.id == N
1	212	24976->24979	;e fput S;dothistimeout S, N, R;wait_until{stunned?};echo S;wait_until{!stunned?};fput S until standing?
1	436	24980->24804	;e echo S;line=get until line =~ R;fput S;fput S if standing?;line = fput S until line =~ R;dothistimeout S, N, R;line = fput S until line =~ R;dothistimeout S, N, R;fput S until standing?
1	548	25148->221	;e res = choice = nil;res = dothistimeout S, N, R;choice = $N;end;dothistimeout S, N, R;put S;wait_until { XMLData.room_title =~ R };sleep N;wait_until{ XMLData.room_title !~ R };if GameObj.npcs.any? { |npc| npc.name =~ R };N.times do;_respond S;end;exit;end;$goN_restart=true
1	549	25148->3904	;e res = choice = nil;res = dothistimeout S, N, R;if res =~ R;choice = $N;end;dothistimeout S, N, R;put S;wait_until { XMLData.room_title =~ R };sleep N;wait_until{ XMLData.room_title !~ R };if GameObj.npcs.any? { |npc| npc.name =~ R };N.times do;_respond S;end;exit;end;$goN_restart=true
1	229	25172->25231	;e save_stance = XMLData.stance_text;fput S if save_stance != S;put S;move(S);fput S if save_stance != XMLData.stance_text;;$goN_restart = true;
1	56	25687->21323	;e fput S;fput S;fput S
1	33	25826->33232	;e fput S;move(S);
1	102	26765->27623	;e fput S until GameObj.loot.find{|x| x.name == S}; fput S
1	37	27614->3166	;e move S;$goN_restart = true
1	71	28802->25509	;e move(S);UserVars.mapdb_marksofthebeast_origin = N;
1	61	30115->29861	;e while Room.current.id == N; fput S; waitrt; end;
1	129	30115->29867	;e fput S; while Room.current.id == N; fput S; waitrt; end; if Room.current.id != N; $goN_restart = true; end;
1	37	30500->13960	;e move S;fill_hand;
1	64	30815->30816	;e fput S unless standing?;move(S); $goN_restart=true
1	409	30850->30851	;e color_moves = {S => S, S => S, S => S, S => S};GameObj.room_desc.find { |o| o.name =~ R };color = $N;move_order = color_moves[color].split(S);move_order.each { |w| move(w) };move(S);fput S;move(S);move_order.reverse.each { |w| move(reverse_direction(w)) };move(S)
1	156	31073->29860	;e UserVars.mapdb_hinterwilds_location = S;multifput S,S,S;waitfor S
1	87	31286->31345	;e until GameObj.loot.find {|o| o.noun==S};fput S;waitrt?;end;move S;
1	91	31527->31529	;e fput S waitrt? fput S waitrt? fput S move S
1	41	31966->31967	;e fput S;waitrt?;move(S)
1	55	32612->32617	;e N.times { fput S };move S
1	39	32873->13532	;e $SILVERWOOD_TOWN=:zul;move S
1	40	34292->34313	;e fput S; waitrt?; move S
1	548	34509->7927	;e bleak_rooms = [..] ;bleak_rooms.map! { |r| Room[..].id } ;bleak_rooms.each { |r| ; options = {S: true} ; Script.run(S, S, options) unless Room.current.id == r ; if GameObj.loot.any? { |o| o.name == S } ; break ; end ;} ;move(S) ;$goN_restart = true
1	41	35614->35727	;e fput S; waitrt?; fput S
1	40	35902->35901	;e fput(S); fput(S)
1	75	36166->36167	;e multifput(S, S); waitrt?; fput(S); waitrt?
1	57	36351->36352	;e waitfor S
1	53	36396->36401	;e fput S; sleep N;waitrt?; move(S)
1	48	36399->36414	;e N.times{fput S};move S
1	70	36413->36422	;e fput S;sleep N;waitrt?; fput S; move S
1	44	36416->36412	;e move S; wait_while{checkstunned}
1	51	36417->36348	;e fput S;sleep N;waitrt?; move S
1	223	36419->36440	;e if !GameObj.loot.any?{|i| i.name =~ R};move(S);move(S);fput S;fput S;move(S);move(S);end;sleep N until GameObj.loot.any?{|i| i.name =~ R};move(S)
1	149	36440->36419	;e if !GameObj.loot.any?{|i| i.name =~ R};fput S;sleep N until GameObj.loot.any?{|i| i.name =~ R};end;move(S)
